Очки,2-очк-3/В,2-очк-%,3-очк-3/В,3-очк-%,Штрафные-3/В,Штрафные-%,Подборы,Передачи,Фолы,Перехваты,Потери,Блокшоты,МИН,Очки прот.,2-очк-3/В прот.,2-очк-% прот.,3-очк-3/В прот.,3-очк-% прот.,Штрафные-3/В прот.,Штрафные-% прот.,Подборы прот.,Передачи прот.,Фолы прот.,Перехваты прот.,Потери прот.,Блокшоты прот.,Победа,Победа дома
63,16/37,43,8/22,36,7/15,47,31,14,24,9,14,3,200,83,23/44,52,7/22,32,16/20,80,34,17,21,2,11,4,0,0
94,24/39,62,12/35,34,10/14,71,35,23,19,8,8,1,200,65,23/45,51,2/13,15,13/19,68,31,13,17,5,17,1,1,1
65,18/35,51,6/20,30,11/18,61,32,14,19,8,16,3,200,64,14/33,42,8/24,33,12/15,80,28,15,19,8,19,1,1,1
86,21/49,43,11/29,38,11/15,73,41,21,18,6,7,2,200,82,30/50,60,3/23,13,13/18,72,41,14,16,5,10,8,1,1
77,23/43,53,7/16,44,10/13,77,33,12,20,7,20,0,200,76,12/28,43,13/31,42,13/16,81,25,19,13,11,18,1,1,1
69,13/27,48,11/29,38,10/11,91,28,14,18,2,18,2,200,76,19/36,53,8/22,36,14/15,93,22,8,21,11,12,4,0,0
97,14/29,48,14/28,50,27/29,93,30,25,24,6,13,7,200,71,18/46,39,5/15,33,20/28,71,30,10,27,6,10,2,1,1
87,24/42,57,9/26,35,12/16,75,39,24,18,7,11,9,200,61,11/43,26,8/25,32,15/23,65,42,14,19,7,17,3,1,1
73,18/41,44,9/32,28,10/15,67,36,18,23,9,15,2,200,94,25/43,58,6/17,35,26/30,87,34,21,18,7,14,2,0,0
52,15/32,47,2/13,15,16/25,64,24,8,30,3,18,0,200,86,19/31,61,10/33,30,18/29,62,39,23,25,7,8,1,0,0
87,16/36,44,10/27,37,25/32,78,27,12,28,4,10,5,200,93,16/33,48,11/21,52,28/41,68,27,16,26,5,11,2,0,0
75,21/36,58,6/26,23,15/18,83,29,16,23,7,12,1,200,80,17/31,55,9/32,28,19/26,73,36,15,16,6,14,4,0,0
82,23/40,58,7/26,27,15/16,94,24,13,24,10,13,1,200,98,25/41,61,9/24,38,21/24,88,36,22,19,6,18,4,0,0
51,16/43,37,5/15,33,4/6,67,27,13,13,5,15,2,200,87,19/37,51,14/31,45,7/8,88,39,27,15,10,13,7,0,0
66,15/24,63,10/30,33,6/12,50,27,15,21,3,18,3,200,91,26/46,57,8/22,36,15/17,88,30,21,16,13,10,2,0,0
77,17/35,49,11/38,29,10/17,59,42,15,17,17,17,3,200,64,18/34,53,5/21,24,13/14,93,30,15,21,3,24,2,1,1
77,19/45,42,8/14,57,15/20,75,27,17,22,5,10,1,200,76,20/38,53,5/23,22,21/28,75,36,16,20,3,12,2,1,1
72,20/40,50,9/32,28,5/10,50,39,17,22,6,11,1,200,80,19/34,56,8/23,35,18/19,95,30,18,15,5,12,1,0,0
79,13/30,43,13/36,36,14/16,88,26,20,16,8,10,1,200,86,24/34,71,10/26,38,8/14,57,35,21,16,6,18,5,0,0
66,15/27,56,8/22,36,12/15,80,23,6,22,5,18,1,200,76,20/37,54,9/30,30,9/14,64,34,15,18,8,12,0,0,0
83,15/33,45,12/28,43,17/24,71,26,23,21,5,7,3,202,92,25/46,54,8/20,40,18/24,75,41,17,21,5,8,2,0,0
90,15/41,37,13/21,62,21/26,81,31,16,24,3,9,2,200,85,25/39,64,5/14,36,20/24,83,19,17,24,5,12,5,1,1
69,12/23,52,11/26,42,12/18,67,26,19,27,2,18,1,200,72,13/32,41,7/23,30,25/29,86,30,14,27,11,8,3,0,0
75,17/30,57,8/26,31,17/24,71,22,12,19,6,15,3,200,86,25/40,63,9/23,39,9/11,82,33,16,25,11,16,2,0,0
93,21/43,49,14/22,64,9/11,82,23,15,22,7,9,2,200,90,22/34,65,10/26,38,16/18,89,29,20,14,4,13,2,1,1
78,19/32,59,8/29,28,16/19,84,34,15,21,11,17,1,200,73,14/25,56,9/24,38,18/22,82,26,15,25,10,17,3,1,1
60,16/32,50,8/28,29,4/9,44,32,19,19,7,17,4,200,78,14/35,40,12/24,50,14/17,82,34,19,19,9,15,2,0,0
102,22/34,65,11/30,37,25/26,96,23,20,19,5,10,1,200,107,27/37,73,14/24,58,11/17,65,28,28,26,6,13,1,0,0
97,18/37,49,12/25,48,25/29,86,21,17,24,6,11,3,200,110,21/32,66,16/27,59,20/22,91,29,24,27,7,14,3,1,0
73,23/47,49,6/16,38,9/11,82,24,12,22,6,9,2,200,99,21/31,68,13/34,38,18/21,86,38,18,18,5,9,2,0,0
93,28/49,57,7/21,33,16/23,70,36,16,24,1,8,5,238,97,22/42,52,13/34,38,14/19,74,37,25,25,2,7,1,0,0
90,19/42,45,13/29,45,13/15,87,31,24,22,5,10,3,200,92,29/55,53,6/10,60,16/19,84,32,29,18,7,11,1,0,0
80,15/29,52,14/33,42,8/12,67,34,25,18,9,14,2,200,72,20/38,53,8/25,32,8/11,73,28,16,19,8,13,2,1,1
80,20/41,49,6/17,35,22/27,81,28,15,36,5,17,0,200,91,17/28,61,9/29,31,30/38,79,26,23,29,5,11,3,0,0
59,18/41,44,5/18,28,8/9,89,29,14,20,7,9,0,200,58,10/23,43,7/24,29,17/18,94,29,15,15,6,14,2,1,1
86,20/37,54,11/25,44,13/19,68,26,18,26,4,12,0,200,80,20/32,63,8/25,32,16/22,73,29,18,23,3,16,2,1,1
77,11/35,31,14/30,47,13/19,68,31,20,22,10,11,4,200,82,22/36,61,7/22,32,17/26,65,36,21,20,8,15,5,0,0
72,17/33,52,9/17,53,11/17,65,27,14,26,12,24,3,200,85,11/26,42,14/31,45,21/28,75,26,22,23,11,16,5,0,0
71,17/31,55,7/23,30,16/19,84,23,12,23,3,10,4,200,74,20/36,56,7/24,29,13/16,81,32,14,21,7,9,4,0,0
87,27/42,64,8/24,33,9/17,53,39,21,20,12,14,2,200,56,15/35,43,6/27,22,8/12,67,28,13,21,7,18,1,1,1
100,27/41,66,5/12,42,31/41,76,27,23,27,5,17,0,200,98,25/39,64,10/21,48,18/27,67,19,18,28,8,11,0,0,1
113,22/34,65,17/30,57,18/26,69,37,28,18,5,12,2,200,66,18/38,47,8/31,26,6/10,60,29,13,30,8,17,0,0,1
94,28/41,68,9/23,39,11/14,79,21,19,21,4,11,3,200,99,31/48,65,8/21,38,13/18,72,32,21,18,8,13,0,0,0
61,11/29,38,8/25,32,15/22,68,28,13,17,8,15,3,200,77,25/45,56,5/25,20,12/15,80,45,12,17,13,10,4,0,0
101,22/37,59,11/25,44,24/28,86,40,26,21,10,17,7,200,67,13/36,36,9/22,41,14/14,100,19,15,31,8,21,0,0,1
75,18/36,50,8/27,30,15/22,68,30,16,18,4,9,0,200,73,18/33,55,9/21,43,10/14,71,30,14,23,2,16,2,1,1
85,21/36,58,11/29,38,10/16,63,43,20,28,3,15,4,200,77,20/47,43,7/32,22,16/23,70,34,15,21,5,6,3,1,1
78,20/35,57,5/23,22,23/28,82,29,21,23,6,14,2,200,81,18/41,44,9/14,64,18/22,82,26,16,25,7,13,3,0,0
95,22/35,63,11/26,42,18/22,82,29,24,23,7,14,2,200,92,23/38,61,12/27,44,10/16,63,31,25,25,9,13,5,1,1
117,28/42,67,12/27,44,25/33,76,38,34,29,7,13,4,200,79,22/39,56,4/17,24,23/30,77,22,17,27,4,22,1,0,1
104,35/51,69,8/24,33,10/13,77,33,25,19,6,15,6,200,89,25/37,68,8/27,30,15/19,79,19,19,17,6,14,2,0,1
49,14/26,54,4/29,14,9/17,53,34,10,23,1,21,3,200,76,18/40,45,8/26,31,16/22,73,38,16,24,13,11,2,0,0
78,14/39,36,14/27,52,8/10,80,36,21,18,8,13,1,200,57,16/36,44,6/17,35,7/13,54,27,8,19,5,15,1,1,1
92,21/46,46,12/21,57,14/17,82,34,20,19,9,11,4,200,73,20/34,59,6/23,26,15/18,83,27,17,17,5,14,4,1,1
89,18/31,58,9/24,38,26/30,87,29,21,28,6,16,1,200,84,20/33,61,9/21,43,17/21,81,20,17,24,6,14,1,1,1
88,21/45,47,9/29,31,19/22,86,33,15,17,6,9,3,200,95,22/44,50,14/29,48,9/12,75,43,20,21,3,15,6,0,0
85,22/51,43,11/20,55,8/11,73,41,22,19,11,15,3,200,68,19/38,50,5/22,23,15/18,83,28,21,18,7,14,6,1,1
84,17/31,55,12/22,55,14/15,93,21,21,20,5,12,3,200,71,21/41,51,6/13,46,11/12,92,22,16,18,7,15,0,1,1
78,23/47,49,7/20,35,11/12,92,32,17,23,4,14,3,200,80,21/36,58,8/25,32,14/22,64,32,14,20,5,13,4,0,0
72,16/34,47,9/21,43,13/19,68,27,19,24,4,18,0,200,94,21/42,50,11/24,46,19/28,68,35,16,20,8,8,3,0,0
70,19/42,45,7/26,27,11/13,85,37,18,22,4,20,2,200,89,18/42,43,13/26,50,14/16,88,37,21,24,10,12,5,0,0
62,20/44,45,4/15,27,10/14,71,24,13,19,2,16,0,200,89,22/35,63,11/30,37,12/15,80,37,23,20,8,12,6,0,0
102,16/27,59,15/33,45,25/28,89,34,24,21,8,17,1,200,86,19/35,54,11/24,46,15/21,71,20,17,28,9,14,1,0,1
86,23/31,74,6/17,35,22/30,73,19,12,23,7,15,0,200,96,23/40,58,13/25,52,11/13,85,23,27,29,7,12,0,0,0
89,24/47,51,9/24,38,14/17,82,33,25,23,9,12,10,200,65,16/39,41,6/18,33,15/21,71,28,14,22,7,16,3,1,1
94,32/47,68,5/13,38,15/21,71,26,23,21,5,20,2,200,105,37/58,64,6/19,32,13/16,81,30,24,16,12,9,3,1,0
80,19/32,59,9/24,38,15/18,83,29,20,24,6,16,3,200,84,18/34,53,9/28,32,21/27,78,28,23,19,10,9,1,0,0
93,19/39,49,14/24,58,13/17,76,26,15,19,8,12,4,200,99,18/36,50,16/31,52,15/17,88,33,18,17,5,13,3,0,0
90,25/49,51,9/19,47,13/21,62,29,26,18,9,11,2,200,84,22/38,58,8/24,33,16/19,84,30,27,23,8,14,4,1,1
74,14/32,44,10/26,38,16/20,80,37,18,23,5,18,2,200,65,17/43,40,6/18,33,13/21,62,29,20,25,8,12,1,1,1
81,16/26,62,12/24,50,13/20,65,23,18,25,10,17,3,200,77,17/30,57,8/19,42,19/25,76,20,11,23,9,19,0,1,1
86,20/42,48,9/23,39,19/27,70,30,23,23,4,10,0,200,85,20/38,53,7/20,35,24/27,89,31,21,27,4,11,3,1,1
100,25/39,64,12/32,38,14/21,67,41,24,18,10,9,5,200,77,19/37,51,12/29,41,3/7,43,30,19,18,3,16,2,0,1
67,19/33,58,5/19,26,14/19,74,31,15,20,7,18,2,200,72,19/33,58,7/23,30,13/13,100,22,13,25,8,13,2,0,0
75,22/38,58,8/23,35,7/9,78,20,23,24,5,17,2,200,101,30/47,64,8/21,38,17/20,85,32,19,16,13,11,6,1,0
89,20/39,51,10/25,40,19/27,70,32,18,26,9,10,1,200,83,19/30,63,8/21,38,21/30,70,28,17,24,7,15,4,1,1
78,21/39,54,7/22,32,15/20,75,23,17,22,4,15,3,200,76,24/39,62,6/21,29,10/15,67,28,16,26,7,19,1,1,1
64,17/41,41,4/24,17,18/20,90,41,15,19,8,13,5,200,69,13/32,41,9/24,38,16/18,89,31,14,19,9,11,2,0,0
74,17/27,63,6/20,30,22/28,79,19,15,20,9,17,3,200,81,23/39,59,8/15,53,11/17,65,30,19,27,9,21,1,0,0
103,35/48,73,5/17,29,18/23,78,33,26,21,6,10,4,200,94,31/51,61,7/26,27,11/17,65,31,17,23,7,8,4,0,1
93,14/26,54,15/29,52,20/25,80,29,25,26,5,17,2,200,100,27/39,69,10/24,42,16/21,76,25,20,19,8,10,1,1,0
74,19/33,58,9/30,30,9/10,90,35,16,14,7,16,2,200,87,18/38,47,14/32,44,9/11,82,32,19,16,10,11,0,0,0
91,24/38,63,6/20,30,25/31,81,29,22,18,10,14,1,200,84,25/38,66,7/23,30,13/17,76,22,17,26,8,16,1,1,1
62,15/29,52,6/26,23,14/18,78,28,12,25,6,12,2,200,70,19/27,70,6/22,27,14/23,61,29,18,22,5,14,1,0,0
69,13/33,39,9/31,29,16/19,84,40,14,19,10,9,3,200,51,16/34,47,6/27,22,1/5,20,36,17,23,2,18,2,1,1
86,20/41,49,10/17,59,16/21,76,34,16,17,9,21,1,200,84,23/42,55,10/35,29,8/9,89,33,22,22,16,15,2,1,1
65,17/40,43,7/27,26,10/10,100,25,16,22,8,11,1,200,81,22/38,58,9/21,43,10/15,67,40,16,16,8,16,6,0,0
77,19/34,56,8/21,38,15/26,58,24,13,27,6,12,0,200,84,16/24,67,9/24,38,25/33,76,28,20,29,4,18,0,0,0
88,20/30,67,9/27,33,21/29,72,33,25,23,8,15,5,200,82,14/38,37,12/30,40,18/28,64,32,21,24,11,13,3,1,1
74,19/31,61,8/24,33,12/19,63,24,21,15,6,20,1,200,109,25/37,68,15/31,48,14/16,88,29,23,19,15,10,2,1,0
85,19/29,66,10/24,42,17/26,65,29,15,16,8,17,7,200,84,19/37,51,11/31,35,13/18,72,27,25,26,8,9,2,1,1
77,13/26,50,12/38,32,15/19,79,23,16,18,9,16,1,200,98,32/46,70,8/19,42,10/16,63,39,32,17,9,17,1,0,0
89,20/34,59,8/26,31,25/27,93,27,18,21,8,12,1,200,94,23/34,68,10/24,42,18/22,82,22,22,23,5,11,0,0,0
80,22/45,49,7/21,33,15/21,71,39,19,22,6,14,4,200,84,21/47,45,8/21,38,18/26,69,34,20,22,5,10,5,0,0
89,26/41,63,8/18,44,13/21,62,31,26,15,6,13,4,200,80,22/39,56,7/28,25,15/19,79,28,24,21,8,14,2,1,1
84,23/40,58,8/23,35,14/22,64,33,13,19,14,10,4,200,59,14/33,42,7/24,29,10/13,77,33,14,26,6,18,1,1,1
86,15/25,60,13/30,43,17/21,81,30,17,21,8,10,1,200,66,12/29,41,9/27,33,15/17,88,23,16,26,5,14,0,1,1
87,24/43,56,11/26,42,6/8,75,32,23,19,14,11,1,200,60,15/30,50,7/28,25,9/11,82,34,12,18,4,23,1,1,1
62,11/29,38,10/25,40,10/16,63,22,14,25,4,19,0,200,98,21/29,72,15/26,58,11/17,65,24,28,21,10,10,2,0,0
76,23/33,70,5/17,29,15/19,79,26,22,26,6,14,3,200,72,19/34,56,7/31,23,13/27,48,38,11,23,10,13,3,1,1
85,27/44,61,6/25,24,13/15,87,28,23,30,12,17,5,200,92,24/39,62,4/16,25,32/38,84,30,23,21,12,17,4,0,0
79,16/32,50,13/31,42,8/11,73,27,20,18,9,13,2,200,90,22/36,61,12/23,52,10/10,100,30,24,18,8,13,2,0,0
79,17/35,49,6/32,19,27/37,73,42,8,20,10,11,1,200,75,15/31,48,12/28,43,9/13,69,30,16,34,7,17,3,1,1
73,15/26,58,9/27,33,16/26,62,23,16,23,5,11,1,200,78,24/45,53,4/14,29,18/21,86,37,14,22,7,12,0,0,0
87,31/52,60,3/19,16,16/21,76,35,20,18,8,18,6,225,98,20/42,48,15/38,39,13/15,87,37,20,23,9,15,6,0,0
107,28/42,67,11/36,31,18/21,86,32,18,25,6,10,2,250,104,24/48,50,11/24,46,23/26,88,29,14,25,6,11,4,1,1
69,20/32,63,4/17,24,17/23,74,26,15,18,5,14,1,200,79,24/44,55,7/25,28,10/14,71,36,13,23,5,9,4,0,0
96,20/32,63,11/21,52,23/25,92,24,16,24,6,7,1,200,82,17/30,57,11/22,50,15/22,68,18,17,25,4,10,2,1,1
74,24/48,50,6/24,25,8/12,67,38,15,21,7,12,6,200,70,19/35,54,6/18,33,14/22,64,30,14,20,6,17,4,1,1
85,14/27,52,12/21,57,21/25,84,24,20,20,7,13,1,200,71,20/34,59,8/26,31,7/10,70,26,12,25,6,13,5,1,1
77,14/34,41,8/22,36,25/30,83,27,13,28,9,14,1,200,85,18/33,55,9/23,39,22/28,79,31,19,24,6,15,2,0,0
57,10/25,40,8/27,30,13/17,76,36,13,27,2,20,4,200,76,11/35,31,13/34,38,15/27,56,40,20,23,11,8,1,0,0
89,21/33,64,13/31,42,8/15,53,31,16,18,5,12,2,200,81,27/49,55,7/19,37,6/7,86,28,13,22,9,12,1,1,1
96,22/41,54,10/25,40,22/24,92,36,22,18,9,13,4,200,87,26/46,57,8/23,35,11/14,79,27,19,19,7,15,2,1,1
44,11/31,35,4/21,19,10/14,71,14,11,25,4,15,0,200,92,20/36,56,10/22,45,22/25,88,40,21,15,9,12,3,0,0
105,29/37,78,9/22,41,20/26,77,31,26,18,11,13,4,200,71,21/36,58,7/21,33,8/12,67,16,16,30,7,18,0,0,1
75,17/28,61,11/27,41,8/17,47,36,14,14,3,11,3,200,60,10/32,31,10/27,37,10/13,77,29,17,17,4,11,1,1,1
92,25/42,60,7/20,35,21/27,78,43,25,30,8,11,6,200,63,12/38,32,6/18,33,21/31,68,23,11,23,7,12,2,1,1
92,20/37,54,10/27,37,22/28,79,33,20,24,11,15,2,200,87,21/46,46,11/25,44,12/19,63,33,20,22,7,17,1,1,1
72,14/32,44,10/19,53,14/23,61,28,21,21,5,18,3,200,92,26/48,54,9/29,31,13/18,72,40,14,24,15,10,1,0,0
69,21/34,62,5/30,17,12/16,75,23,18,10,10,13,1,200,83,21/33,64,12/21,57,5/7,71,24,18,19,7,16,3,0,0
93,23/32,72,10/26,38,17/21,81,24,19,19,4,11,3,200,97,24/37,65,11/27,41,16/19,84,27,22,18,4,10,0,0,0
75,19/37,51,10/25,40,7/9,78,34,18,22,5,11,1,200,78,16/33,48,9/32,28,19/23,83,35,23,15,8,6,4,0,0
76,17/32,53,10/28,36,12/12,100,26,21,16,5,16,4,200,73,28/43,65,3/28,11,8/10,80,34,15,21,9,12,3,1,1
95,19/39,49,12/28,43,21/24,88,24,23,23,2,13,2,200,108,38/51,75,6/15,40,14/19,74,30,22,24,7,11,3,1,0
81,15/33,45,11/25,44,18/19,95,30,23,23,4,15,1,200,87,24/43,56,8/20,40,15/18,83,30,14,20,5,8,2,0,0
84,26/40,65,7/20,35,11/14,79,32,17,19,9,11,2,200,70,20/43,47,7/24,29,9/12,75,28,15,18,7,14,0,1,1
95,18/30,60,15/30,50,14/16,88,35,26,15,6,12,3,200,79,22/36,61,9/26,35,8/15,53,22,15,21,8,9,1,1,1
65,17/40,43,5/19,26,16/24,67,35,10,19,5,12,2,200,71,17/34,50,9/29,31,10/12,83,30,12,24,3,14,1,0,0
80,26/47,55,4/23,17,16/19,84,34,19,21,8,14,1,225,83,22/40,55,7/23,30,18/20,90,35,17,24,11,17,5,0,0
79,23/50,46,5/15,33,18/21,86,27,21,27,6,10,2,200,106,24/34,71,12/26,46,22/28,79,25,27,22,3,11,2,1,0
60,14/30,47,7/23,30,11/16,69,29,15,23,4,17,6,200,82,19/41,46,9/24,38,17/21,81,32,16,17,14,9,1,0,0
81,18/34,53,11/25,44,12/14,86,29,18,19,4,13,1,200,76,17/41,41,8/27,30,18/23,78,33,18,19,9,10,0,1,1
77,19/27,70,5/27,19,24/29,83,30,17,22,6,16,0,200,95,13/26,50,17/32,53,18/22,82,25,26,28,8,13,0,0,0
96,19/35,54,17/31,55,7/9,78,36,22,20,7,16,7,200,64,17/36,47,6/19,32,12/23,52,22,19,18,9,17,4,1,1
56,14/34,41,3/17,18,19/23,83,26,8,21,3,11,1,200,79,19/27,70,8/24,33,17/22,77,30,24,21,4,12,4,0,0
66,10/21,48,11/26,42,13/18,72,27,15,14,5,13,5,200,73,26/52,50,5/14,36,6/7,86,28,11,21,7,9,2,0,0
67,15/35,43,6/21,29,19/21,90,36,12,21,6,11,1,200,56,12/28,43,6/26,23,14/24,58,28,14,22,4,14,5,1,1
83,18/37,49,9/25,36,20/24,83,31,13,15,6,12,1,200,82,19/48,40,11/27,41,11/13,85,39,12,24,9,11,3,1,1
69,15/31,48,9/23,39,12/14,86,28,15,27,11,14,1,200,64,13/28,46,6/27,22,20/26,77,27,10,19,7,14,4,1,1
93,17/44,39,14/30,47,17/22,77,41,22,26,3,11,1,225,91,16/31,52,12/37,32,23/29,79,36,21,23,6,11,1,1,1
101,19/37,51,10/18,56,33/39,85,30,23,24,11,14,4,200,93,20/34,59,12/29,41,17/23,74,26,18,33,5,16,1,0,1
79,24/42,57,6/17,35,13/18,72,31,16,20,11,10,2,200,65,16/30,53,7/22,32,12/19,63,26,18,23,7,18,2,1,1
97,14/25,56,18/35,51,15/18,83,26,28,27,6,6,5,200,80,20/38,53,5/18,28,25/30,83,28,15,22,3,11,1,1,1
72,20/31,65,7/27,26,11/15,73,35,23,19,4,12,2,200,65,15/34,44,9/26,35,8/13,62,27,11,22,3,11,2,1,1
90,21/48,44,10/20,50,18/26,69,28,19,26,5,10,3,200,98,26/38,68,10/27,37,16/23,70,33,26,25,6,12,3,0,0
71,16/34,47,7/27,26,18/25,72,41,15,16,10,12,4,200,59,19/38,50,5/23,22,6/9,67,30,14,19,5,14,1,1,1
53,13/36,36,5/25,20,12/16,75,29,10,19,5,7,2,200,80,13/27,48,14/37,38,12/19,63,48,21,21,4,8,4,0,0
95,26/42,62,8/25,32,19/22,86,23,24,23,13,10,1,225,101,18/30,60,13/27,48,26/30,87,32,20,20,6,19,3,1,0
100,26/40,65,10/25,40,18/21,86,24,16,21,11,9,1,200,94,26/38,68,11/25,44,9/13,69,28,21,23,3,19,2,0,1
69,24/47,51,4/14,29,9/12,75,30,14,24,9,20,4,200,88,14/27,52,14/35,40,18/21,86,32,21,18,10,14,0,0,0
85,14/23,61,10/28,36,27/35,77,34,16,15,5,14,0,200,67,16/29,55,9/32,28,8/10,80,22,19,25,9,13,0,1,1
83,24/36,67,10/30,33,5/9,56,38,25,21,7,14,5,200,72,23/50,46,4/16,25,14/19,74,29,15,17,10,9,1,1,1
72,14/31,45,7/21,33,23/32,72,33,15,23,5,20,1,200,92,22/36,61,10/25,40,18/26,69,31,22,25,13,12,2,0,0
89,26/37,70,7/26,27,16/22,73,34,23,23,11,11,4,200,66,10/25,40,7/19,37,25/29,86,21,17,25,2,20,2,1,1
80,26/50,52,7/30,23,7/12,58,42,16,24,10,13,3,225,87,17/33,52,10/29,34,23/25,92,31,20,17,7,15,2,0,0
85,21/40,53,10/23,43,13/15,87,32,21,20,1,13,1,200,90,17/36,47,13/33,39,17/19,89,32,16,19,8,11,2,0,0
81,24/36,67,9/23,39,6/10,60,19,19,14,12,11,4,200,74,18/35,51,11/23,48,5/7,71,26,15,19,4,19,1,1,1
71,19/36,53,6/21,29,15/18,83,32,14,18,7,11,5,200,54,11/27,41,8/29,28,8/10,80,29,9,22,5,17,1,1,1
90,19/32,59,10/16,63,22/31,71,29,17,20,8,12,2,200,74,20/34,59,6/19,32,16/16,100,17,18,30,5,13,1,1,1
86,17/31,55,9/23,39,25/29,86,29,13,26,6,15,4,200,79,22/37,59,7/22,32,14/22,64,21,19,25,5,11,2,1,1
108,23/49,47,8/39,21,38/47,81,43,23,27,7,12,4,250,104,26/60,43,7/22,32,31/38,82,49,18,36,7,18,4,1,1
108,22/43,51,13/36,36,25/27,93,37,19,22,7,17,9,275,101,26/53,49,11/41,27,16/20,80,53,13,29,13,17,4,1,1
74,14/28,50,8/33,24,22/30,73,39,14,22,2,12,2,200,83,15/38,39,10/27,37,23/26,88,33,14,28,6,7,2,0,0
59,17/37,46,5/19,26,10/10,100,21,15,27,3,19,0,200,93,26/39,67,8/24,33,17/20,85,33,20,18,7,10,5,0,0
61,14/39,36,5/23,22,18/21,86,26,11,19,9,14,3,200,78,17/29,59,12/30,40,8/8,100,33,26,24,5,19,3,0,0
97,17/23,74,14/31,45,21/30,70,26,21,22,7,13,1,200,88,26/48,54,6/14,43,18/20,90,26,13,27,6,11,1,1,1
97,20/34,59,12/34,35,21/27,78,35,23,24,5,9,1,200,81,17/29,59,9/24,38,20/28,71,26,17,28,5,11,3,1,1
92,22/33,67,12/29,41,12/17,71,32,22,20,9,17,3,200,65,17/33,52,6/21,29,13/16,81,23,17,22,5,18,0,1,1
77,20/39,51,7/20,35,16/20,80,27,19,19,7,10,3,200,67,18/29,62,8/29,28,7/9,78,30,9,25,6,14,5,1,1
61,8/24,33,7/28,25,24/34,71,24,17,20,8,14,0,200,79,25/39,64,6/13,46,11/17,65,33,13,27,6,14,3,0,0
85,21/35,60,10/30,33,13/15,87,30,12,21,8,7,2,200,71,16/34,47,8/20,40,15/19,79,28,20,17,5,14,0,1,1
81,16/37,43,11/20,55,16/17,94,25,18,25,11,14,3,200,68,17/35,49,6/26,23,16/18,89,32,18,21,9,17,2,1,1
75,19/36,53,8/26,31,13/15,87,33,15,18,4,16,0,200,93,19/33,58,14/28,50,13/21,62,27,27,18,12,8,3,0,0
80,29/43,67,3/21,14,13/14,93,37,23,23,5,13,1,200,85,24/47,51,6/28,21,19/27,70,37,22,16,7,9,2,0,0
104,20/38,53,15/30,50,19/21,90,34,22,15,12,5,6,200,62,15/26,58,9/32,28,5/7,71,31,15,23,2,19,2,0,1
66,13/42,31,10/23,43,10/11,91,32,12,21,2,13,2,200,86,21/41,51,9/26,35,17/20,85,40,17,17,8,11,6,0,0
91,26/41,63,5/17,29,24/28,86,36,21,21,6,14,2,200,83,21/34,62,11/30,37,8/13,62,24,16,27,5,11,4,1,1
103,23/40,58,13/39,33,18/25,72,42,16,23,11,19,5,275,105,27/56,48,10/33,30,21/25,84,47,18,29,13,16,2,0,0
74,12/28,43,13/30,43,11/12,92,33,13,21,2,12,0,200,75,19/35,54,7/23,30,16/18,89,27,20,18,7,4,4,0,0
72,16/30,53,8/27,30,16/19,84,27,17,26,11,15,1,200,68,17/34,50,6/26,23,16/19,84,33,12,21,7,19,2,1,1
78,18/36,50,11/23,48,9/17,53,32,16,20,9,13,1,200,74,15/29,52,11/25,44,11/16,69,24,10,20,4,14,5,1,1
84,17/28,61,13/36,36,11/15,73,35,26,15,7,10,1,200,65,13/31,42,12/28,43,3/4,75,24,12,20,4,15,2,1,1
97,20/29,69,16/36,44,9/12,75,19,21,24,12,8,2,200,77,15/30,50,9/19,47,20/26,77,28,16,20,3,20,0,1,1
52,17/37,46,3/20,15,9/13,69,28,13,21,7,11,0,200,79,17/27,63,11/30,37,12/16,75,33,24,19,6,12,4,0,0
87,17/30,57,15/34,44,8/18,44,32,14,19,4,13,2,200,83,23/45,51,8/31,26,13/19,68,35,20,20,5,9,5,1,1
53,20/39,51,3/26,12,4/7,57,31,11,16,4,10,4,200,84,16/34,47,14/36,39,10/14,71,43,14,17,6,8,5,0,0
74,17/33,52,11/24,46,7/9,78,23,21,24,5,17,0,200,90,20/32,63,11/25,44,17/22,77,29,21,14,7,12,4,0,0
70,16/30,53,12/32,38,2/4,50,29,17,24,3,15,2,200,83,17/30,57,11/27,41,16/21,76,27,18,13,8,13,2,0,0
91,24/39,62,10/25,40,13/17,76,34,26,20,6,12,5,200,71,18/45,40,8/19,42,11/15,73,31,13,18,10,15,0,1,1
98,23/36,64,16/30,53,4/7,57,32,32,16,12,9,3,200,56,10/27,37,8/30,27,12/13,92,29,14,18,6,16,0,1,1
82,25/37,68,7/30,23,11/16,69,35,21,23,7,13,2,200,75,21/32,66,7/23,30,12/19,63,24,16,20,7,13,2,1,1
82,22/54,41,5/19,26,23/30,77,42,20,29,8,15,0,200,86,19/37,51,8/20,40,24/30,80,34,18,28,6,17,0,0,0
86,21/38,55,10/32,31,14/20,70,30,17,22,3,8,0,200,102,23/40,58,11/27,41,23/25,92,32,23,24,7,7,1,1,0
62,13/36,36,8/22,36,12/15,80,31,15,18,7,17,1,200,87,20/34,59,11/31,35,14/14,100,41,26,16,8,13,4,0,0
94,20/37,54,13/24,54,15/16,94,37,23,22,4,7,2,200,73,14/39,36,11/30,37,12/20,60,29,11,18,5,8,1,1,1
