Очки,2-очк-3/В,2-очк-%,3-очк-3/В,3-очк-%,Штрафные-3/В,Штрафные-%,Подборы,Передачи,Фолы,Перехваты,Потери,Блокшоты,МИН,Очки прот.,2-очк-3/В прот.,2-очк-% прот.,3-очк-3/В прот.,3-очк-% прот.,Штрафные-3/В прот.,Штрафные-% прот.,Подборы прот.,Передачи прот.,Фолы прот.,Перехваты прот.,Потери прот.,Блокшоты прот.,Победа,Победа дома
72,15/34,44,8/22,36,18/23,78,25,14,31,9,10,0,200,80,20/32,63,5/15,33,25/32,78,33,16,25,5,14,5,0,0
94,24/40,60,12/27,44,10/12,83,36,21,21,10,8,5,200,78,18/36,50,10/26,38,12/17,71,25,15,15,5,11,2,1,1
81,16/34,47,11/24,46,16/26,62,24,20,17,8,14,0,200,88,23/32,72,11/34,32,9/13,69,34,25,19,8,15,3,0,0
87,20/42,48,11/21,52,14/22,64,31,26,26,8,9,2,200,85,23/41,56,7/21,33,18/28,64,33,17,22,1,11,3,1,1
96,24/40,60,3/14,21,39/43,91,33,16,18,6,12,1,200,91,16/24,67,17/41,41,8/9,89,24,21,32,7,14,1,1,1
98,30/39,77,5/21,24,23/28,82,28,23,25,5,7,6,200,82,22/44,50,8/18,44,14/20,70,28,18,28,1,9,1,1,1
98,17/37,46,13/21,62,25/28,89,25,23,22,6,12,2,200,103,23/32,72,12/30,40,21/26,81,25,27,25,6,9,1,1,0
83,18/33,55,8/28,29,23/28,82,28,14,22,4,12,4,200,81,21/38,55,9/21,43,12/21,57,29,19,29,5,15,3,1,1
91,15/26,58,18/37,49,7/9,78,45,22,21,2,16,6,200,64,18/45,40,4/18,22,16/23,70,23,13,12,9,7,1,1,1
68,22/41,54,5/18,28,9/13,69,32,13,21,11,18,3,200,69,21/35,60,6/23,26,9/13,69,27,14,19,9,18,3,0,0
92,13/23,57,13/32,41,27/38,71,21,19,23,8,12,1,200,91,19/34,56,13/26,50,14/19,74,34,23,30,10,13,1,1,1
106,25/42,60,12/21,57,20/25,80,34,28,24,5,13,2,200,85,18/29,62,8/30,27,25/31,81,21,20,23,10,12,4,0,1
103,23/38,61,11/20,55,24/28,86,24,25,24,8,11,2,200,92,20/37,54,8/21,38,28/30,93,21,17,25,5,11,3,0,1
62,21/46,46,4/18,22,8/10,80,26,14,17,11,12,5,200,80,18/32,56,11/24,46,11/12,92,34,20,17,7,14,4,0,0
79,24/36,67,7/29,24,10/14,71,29,17,18,9,11,4,200,75,17/37,46,10/22,45,11/13,85,28,20,22,9,15,0,1,1
80,15/32,47,11/24,46,17/26,65,33,18,28,4,7,2,200,71,14/34,41,7/27,26,22/25,88,30,14,25,2,6,4,1,1
63,13/36,36,7/23,30,16/19,84,29,9,23,11,16,1,200,86,22/35,63,8/25,32,18/27,67,40,16,23,9,15,5,0,0
89,22/39,56,9/21,43,18/26,69,34,10,22,9,11,3,200,74,17/36,47,11/25,44,7/15,47,24,13,27,1,11,3,1,1
67,16/39,41,6/21,29,17/21,81,27,16,26,4,14,0,200,92,22/31,71,10/27,37,18/22,82,31,25,23,7,12,5,0,0
80,22/40,55,9/25,36,9/13,69,28,19,26,4,10,3,200,88,24/39,62,5/23,22,25/34,74,40,24,16,7,7,2,0,0
105,27/46,59,9/15,60,24/34,71,30,21,32,8,16,2,200,99,22/40,55,6/19,32,37/41,90,25,17,32,8,12,3,0,1
86,23/30,77,3/15,20,31/43,72,24,16,25,6,17,1,200,106,24/39,62,11/32,34,25/29,86,31,27,31,8,13,2,1,0
86,21/46,46,8/23,35,20/26,77,37,20,21,7,11,4,200,89,18/36,50,10/24,42,23/28,82,35,17,22,5,11,3,0,0
81,20/42,48,8/21,38,17/21,81,36,11,21,8,14,3,200,72,16/37,43,8/21,38,16/19,84,24,15,22,4,12,1,1,1
79,18/38,47,9/22,41,16/27,59,33,18,21,5,11,3,200,82,16/39,41,11/23,48,17/20,85,29,25,23,7,9,2,0,0
74,23/38,61,6/21,29,10/13,77,34,17,18,4,15,4,200,76,17/37,46,10/26,38,12/18,67,28,12,17,9,8,2,0,0
90,23/41,56,7/26,27,23/26,88,37,32,19,2,12,0,200,88,29/51,57,6/21,29,12/20,60,33,22,21,7,9,3,1,1
85,20/41,49,13/31,42,6/8,75,31,19,18,7,2,0,200,63,15/34,44,8/24,33,9/10,90,36,16,13,1,11,5,1,1
114,19/29,66,18/33,55,22/27,81,28,27,25,9,9,1,200,81,16/36,44,9/19,47,22/26,85,26,12,31,4,14,2,0,1
88,18/34,53,8/29,28,28/31,90,34,21,21,1,14,6,200,90,25/46,54,10/20,50,10/16,63,28,19,30,10,14,0,0,0
69,17/29,59,5/19,26,20/27,74,34,18,18,7,18,1,200,76,23/39,59,7/24,29,9/12,75,21,15,28,8,13,2,0,0
84,22/53,42,6/20,30,22/27,81,35,18,23,7,7,1,200,101,18/30,60,14/31,45,23/28,82,40,26,25,3,14,4,1,0
85,17/38,45,10/24,42,21/27,78,32,19,24,4,16,3,200,78,24/50,48,5/19,26,15/20,75,30,10,27,4,11,4,1,1
86,26/42,62,6/15,40,16/25,64,33,24,24,6,13,0,200,77,20/40,50,8/21,38,13/16,81,21,17,29,4,14,1,1,1
82,25/41,61,6/27,22,14/20,70,27,24,23,8,5,0,200,77,23/40,58,3/19,16,22/27,81,36,14,23,2,13,2,1,1
73,18/45,40,10/30,33,7/12,58,48,18,20,14,10,6,200,56,11/36,31,8/29,28,10/15,67,43,8,16,5,21,2,1,1
64,15/37,41,6/20,30,16/25,64,31,16,20,3,16,0,200,104,21/34,62,17/34,50,11/16,69,32,29,21,11,9,3,1,0
84,13/28,46,12/24,50,22/27,81,27,16,21,4,7,0,200,80,25/37,68,6/28,21,12/16,75,34,15,22,4,8,2,1,1
80,22/36,61,7/26,27,15/18,83,32,13,24,3,13,2,200,84,18/33,55,9/28,32,21/26,81,31,16,21,8,8,5,0,0
85,19/39,49,10/24,42,17/21,81,28,19,18,5,8,2,200,74,18/32,56,8/22,36,14/18,78,31,16,21,4,17,1,1,1
80,18/33,55,9/23,39,17/20,85,20,21,31,8,17,3,200,86,24/42,57,4/14,29,26/31,84,31,19,24,5,17,6,0,0
109,22/29,76,16/28,57,17/23,74,30,26,35,6,11,2,200,83,15/32,47,8/20,40,29/43,67,20,12,26,7,15,3,0,1
109,24/35,69,12/33,36,25/28,89,28,26,21,9,8,0,225,108,23/43,53,17/36,47,11/16,69,37,29,24,6,14,0,1,1
103,22/35,63,11/28,39,26/30,87,32,20,21,8,13,4,196,79,22/52,42,7/19,37,14/18,78,31,6,26,7,17,1,0,1
106,24/45,53,13/26,50,19/21,90,31,24,18,9,8,0,200,88,16/32,50,15/31,48,11/16,69,25,27,23,5,15,2,0,1
91,25/46,54,10/18,56,11/18,61,34,25,15,3,12,5,200,89,27/47,57,9/27,33,8/10,80,29,21,23,6,8,0,1,1
100,22/45,49,10/23,43,26/31,84,47,24,19,2,14,5,200,90,20/41,49,9/28,32,23/26,88,26,27,25,3,6,3,0,1
89,24/50,48,6/18,33,23/28,82,36,17,20,5,8,4,200,85,23/40,58,7/19,37,18/21,86,28,24,28,2,12,2,1,1
89,19/36,53,11/22,50,18/24,75,26,21,25,4,18,4,200,80,21/41,51,6/16,38,20/29,69,26,15,25,7,17,1,1,1
81,19/40,48,11/28,39,10/12,83,42,19,20,4,12,3,200,72,18/42,43,6/21,29,18/23,78,25,14,20,7,9,4,1,1
103,16/30,53,14/29,48,29/33,88,32,29,25,6,12,4,200,100,18/35,51,15/37,41,19/21,90,26,20,27,8,12,1,1,1
88,14/25,56,13/37,35,21/31,68,38,21,21,8,16,3,200,89,25/46,54,8/24,33,15/21,71,27,11,24,10,9,4,0,0
90,35/63,56,3/16,19,11/13,85,42,23,19,4,6,2,200,85,21/45,47,10/36,28,13/17,76,36,20,19,3,6,2,1,1
82,23/45,51,5/18,28,21/27,78,25,21,28,5,10,1,200,87,27/38,71,3/17,18,24/27,89,27,14,23,8,12,3,0,0
80,18/37,49,9/24,38,17/23,74,30,23,30,3,14,2,200,83,15/31,48,8/23,35,29/38,76,34,11,26,4,15,4,0,0
87,24/39,62,8/19,42,15/20,75,32,20,17,7,7,2,200,63,19/38,50,7/22,32,4/7,57,26,14,21,5,12,1,1,1
77,19/36,53,10/23,43,9/18,50,36,20,19,6,14,2,200,73,24/38,63,6/21,29,7/11,64,26,18,20,8,10,3,1,1
97,17/27,63,14/34,41,21/26,81,32,26,28,6,12,1,200,81,26/47,55,3/17,18,20/26,77,26,16,23,5,13,0,1,1
80,21/40,53,8/18,44,14/22,64,26,14,30,4,16,4,200,93,22/35,63,9/22,41,22/27,81,26,27,21,4,10,1,0,0
94,26/33,79,7/26,27,21/30,70,32,24,14,9,11,3,200,69,19/45,42,8/20,40,7/13,54,33,16,27,4,17,0,1,1
93,29/48,60,9/25,36,8/9,89,36,30,20,8,11,3,200,71,24/46,52,3/19,16,14/19,74,33,18,17,4,13,4,1,1
84,28/53,53,6/21,29,10/12,83,39,16,25,3,6,2,200,76,19/42,45,8/27,30,14/22,64,40,13,17,2,10,3,1,1
98,23/42,55,10/24,42,22/28,79,29,22,28,12,14,1,200,91,26/48,54,6/17,35,21/25,84,31,22,23,8,17,2,1,1
87,28/40,70,5/15,33,16/20,80,23,29,23,7,23,2,200,113,25/38,66,14/26,54,21/25,84,22,29,25,15,14,2,1,0
94,24/44,55,10/21,48,16/20,80,26,16,24,7,7,4,200,86,16/30,53,12/28,43,18/20,90,29,23,23,6,17,2,1,1
79,22/39,56,7/22,32,14/16,88,25,14,24,6,14,1,200,84,19/36,53,9/17,53,19/27,70,27,23,21,7,16,1,0,0
80,12/29,41,12/37,32,20/22,91,36,18,27,4,11,2,200,86,19/32,59,11/25,44,15/24,63,33,22,25,8,12,2,0,0
94,24/48,50,9/20,45,19/27,70,39,16,27,3,11,1,200,87,23/43,53,8/24,33,17/28,61,35,14,26,5,11,0,1,1
79,19/39,49,8/23,35,17/22,77,29,19,16,6,16,3,200,84,19/35,54,11/27,41,13/18,72,35,15,26,9,11,1,0,0
74,22/52,42,4/19,21,18/20,90,44,19,17,2,10,3,200,76,18/40,45,10/27,37,10/15,67,37,13,23,4,11,4,0,0
86,16/30,53,11/29,38,21/25,84,27,22,21,8,10,6,200,73,23/44,52,6/18,33,9/13,69,31,21,27,3,15,0,1,1
70,12/30,40,12/29,41,10/13,77,23,15,21,8,14,2,200,89,21/33,64,11/22,50,14/17,82,29,16,18,8,16,3,0,0
101,21/30,70,14/38,37,17/19,89,24,26,22,10,13,3,200,108,28/42,67,12/23,52,16/17,94,25,27,24,11,16,1,0,0
92,31/55,56,3/18,17,21/28,75,35,18,18,11,9,5,200,90,28/50,56,8/25,32,10/15,67,41,23,26,5,19,2,1,1
83,18/34,53,10/28,36,17/23,74,37,17,19,7,9,2,200,75,16/32,50,10/36,28,13/17,76,34,17,25,5,11,1,1,1
104,25/46,54,13/25,52,15/19,79,34,22,16,6,8,3,200,91,20/36,56,13/26,50,12/15,80,24,18,20,3,14,1,0,1
118,23/37,62,19/36,53,15/18,83,34,31,21,8,11,4,200,81,13/28,46,12/27,44,19/21,90,22,20,20,2,15,3,0,1
102,21/43,49,12/26,46,24/30,80,33,28,24,9,16,1,225,96,18/29,62,16/36,44,12/16,75,30,24,28,3,21,4,0,1
68,17/32,53,9/33,27,7/11,64,33,14,15,6,12,2,200,75,27/44,61,4/13,31,9/13,69,30,15,19,7,13,3,0,0
104,21/30,70,10/23,43,32/38,84,24,20,28,3,15,2,200,101,29/41,71,6/13,46,25/30,83,13,16,32,5,12,1,1,1
50,11/31,35,7/31,23,7/11,64,27,9,23,3,12,0,200,91,23/36,64,12/29,41,9/14,64,42,26,15,6,8,8,0,0
78,25/50,50,5/20,25,13/18,72,33,19,15,5,8,2,200,81,19/33,58,13/37,35,4/8,50,40,16,18,2,11,2,0,0
66,17/37,46,5/16,31,17/23,74,24,6,23,5,15,3,200,109,27/47,57,14/24,58,13/19,68,38,33,19,11,10,3,1,0
89,21/31,68,12/41,29,11/12,92,28,24,29,5,11,8,200,94,24/45,53,7/20,35,25/32,78,37,26,17,6,12,2,0,0
95,14/28,50,10/27,37,37/46,80,32,14,24,9,14,0,200,93,19/39,49,10/28,36,25/26,96,28,18,34,7,13,1,1,1
91,25/49,51,6/14,43,23/23,100,31,18,31,5,9,1,200,94,16/33,48,12/29,41,26/36,72,32,15,22,4,8,4,0,0
83,15/32,47,12/28,43,17/23,74,28,21,20,5,8,3,200,85,19/41,46,11/30,37,14/18,78,41,27,20,3,11,2,0,0
86,25/42,60,9/31,29,9/12,75,36,25,20,6,12,6,200,83,25/46,54,5/17,29,18/26,69,37,15,21,7,13,2,1,1
95,21/40,53,8/26,31,29/36,81,37,23,23,6,12,2,200,90,26/48,54,7/18,39,17/26,65,35,21,30,4,13,0,1,1
70,19/35,54,6/21,29,14/16,88,28,20,21,4,15,3,200,92,25/48,52,8/19,42,18/21,86,33,20,20,9,6,1,0,0
96,22/37,59,10/29,34,22/25,88,34,23,26,5,7,3,200,80,15/32,47,9/29,31,23/28,82,33,16,24,2,10,4,1,1
60,16/40,40,2/13,15,22/28,79,27,14,20,7,14,0,200,80,17/30,57,9/29,31,19/24,79,35,22,22,10,14,1,0,0
87,20/38,53,5/15,33,32/42,76,35,19,23,7,15,1,200,83,21/39,54,7/27,26,20/30,67,31,18,34,10,14,0,1,1
88,22/40,55,10/19,53,14/21,67,37,23,25,7,13,2,200,80,22/48,46,7/22,32,15/16,94,29,17,19,9,10,5,1,1
100,26/43,60,10/31,32,18/23,78,39,19,23,10,11,2,225,91,19/37,51,11/34,32,20/24,83,35,12,23,6,14,2,0,1
84,17/35,49,9/27,33,23/33,70,28,17,23,7,14,1,200,91,25/46,54,9/18,50,14/17,82,34,26,26,7,17,2,0,0
89,30/48,63,4/18,22,17/18,94,31,22,20,8,14,0,200,100,21/29,72,15/34,44,13/15,87,23,25,20,11,11,4,1,0
106,22/36,61,13/27,48,23/28,82,31,27,24,7,8,0,200,71,17/34,50,8/26,31,13/21,62,33,20,26,4,14,1,0,1
78,24/37,65,5/25,20,15/19,79,35,21,16,8,14,3,200,70,20/43,47,7/18,39,9/11,82,26,20,20,10,13,0,1,1
91,17/26,65,9/29,31,30/39,77,30,23,32,8,13,4,200,87,15/37,41,9/18,50,30/38,79,27,17,33,5,15,0,1,1
63,12/33,36,7/25,28,18/22,82,26,11,23,8,12,0,200,82,15/28,54,13/33,39,13/16,81,39,17,26,5,13,4,0,0
88,25/45,56,8/20,40,14/17,82,28,24,26,6,9,3,200,76,24/48,50,5/22,23,13/18,72,38,13,17,3,17,4,1,1
94,20/44,45,11/21,52,21/24,88,39,25,22,8,14,1,204,79,26/52,50,5/20,25,12/17,71,36,19,22,7,13,4,1,1
92,19/35,54,10/32,31,24/24,100,36,21,17,4,10,3,200,80,26/58,45,6/17,35,10/15,67,38,18,17,4,10,2,1,1
84,23/43,53,9/20,45,11/12,92,24,16,27,5,13,1,200,93,24/43,56,8/20,40,21/28,75,32,17,19,5,7,3,0,0
80,22/36,61,5/16,31,21/26,81,25,20,19,7,14,0,200,94,25/34,74,11/24,46,11/15,73,21,25,23,6,11,4,0,0
78,20/37,54,7/23,30,17/21,81,20,16,20,7,11,3,200,85,28/41,68,6/21,29,11/14,79,31,24,25,4,14,2,0,0
75,17/30,57,9/29,31,14/17,82,23,20,17,9,11,1,200,86,25/37,68,8/20,40,12/12,100,31,20,17,6,13,3,0,0
103,25/43,58,9/26,35,26/27,96,35,25,18,8,13,1,225,108,20/35,57,18/42,43,14/18,78,35,28,26,8,13,4,0,0
83,17/30,57,8/19,42,25/29,86,28,17,26,16,24,2,200,85,20/36,56,10/27,37,15/20,75,22,18,24,12,19,3,0,0
75,18/27,67,11/29,38,6/12,50,31,23,16,6,15,2,200,76,18/35,51,10/26,38,10/11,91,26,16,22,6,10,0,0,0
81,21/44,48,8/27,30,15/23,65,33,17,21,10,17,8,200,97,25/57,44,8/20,40,23/25,92,46,21,23,10,15,2,0,0
96,29/47,62,8/19,42,14/17,82,37,23,20,8,12,3,200,77,14/31,45,10/31,32,19/24,79,30,15,16,7,15,3,1,1
88,24/36,67,11/28,39,7/9,78,22,20,20,6,14,0,200,98,22/37,59,11/25,44,21/23,91,33,29,19,4,14,2,0,0
85,22/39,56,10/23,43,11/15,73,31,24,11,6,8,1,200,71,19/32,59,9/30,30,6/9,67,29,21,18,7,13,2,1,1
98,23/52,44,13/23,57,13/18,72,37,21,24,7,10,3,200,91,19/39,49,11/22,50,20/28,71,33,19,22,6,15,9,1,1
86,22/36,61,10/20,50,12/21,57,33,19,22,7,13,3,200,73,18/37,49,9/26,35,10/15,67,27,19,23,5,11,1,1,1
72,22/45,49,5/25,20,13/15,87,33,17,23,3,11,1,200,95,26/41,63,7/23,30,22/26,85,36,22,16,6,7,3,0,0
98,21/29,72,11/28,39,23/26,88,28,26,19,11,18,6,200,94,21/36,58,15/33,45,7/10,70,26,25,24,9,15,2,1,1
78,20/36,56,7/18,39,17/18,94,35,23,20,5,19,3,200,70,19/43,44,8/29,28,8/13,62,26,20,21,10,8,1,1,1
81,14/27,52,11/30,37,20/21,95,28,20,17,9,7,2,200,67,16/33,48,8/27,30,11/17,65,34,9,20,3,11,2,1,1
88,20/34,59,12/30,40,12/13,92,32,25,16,10,18,2,200,91,18/30,60,16/34,47,7/8,88,24,25,17,8,11,1,0,0
82,22/29,76,8/25,32,14/18,78,26,15,17,5,14,3,200,84,26/43,60,6/26,23,14/15,93,29,23,22,6,10,2,0,0
96,22/45,49,13/27,48,13/16,81,21,27,30,8,9,1,200,93,20/38,53,8/20,40,29/40,73,40,21,21,7,21,4,1,1
109,24/43,56,12/23,52,25/31,81,25,29,30,9,15,4,200,90,24/37,65,6/21,29,24/37,65,33,22,30,5,20,3,0,1
87,23/38,61,9/22,41,14/17,82,28,23,15,8,6,1,200,76,17/39,44,12/28,43,6/7,86,32,15,18,1,12,1,1,1
64,18/35,51,5/27,19,13/16,81,33,14,25,6,17,1,200,78,16/30,53,9/31,29,19/24,79,33,16,20,11,13,4,0,0
91,16/30,53,15/39,38,14/16,88,32,26,22,6,8,1,200,76,15/35,43,9/21,43,19/23,83,32,17,18,5,16,0,1,1
83,16/34,47,13/28,46,12/17,71,18,26,20,6,14,2,200,95,29/41,71,8/18,44,13/15,87,31,16,22,8,15,2,0,0
73,18/38,47,8/31,26,13/19,68,29,17,26,7,5,2,200,80,21/37,57,7/26,27,17/21,81,40,21,19,3,15,1,0,0
78,19/34,56,6/29,21,22/24,92,36,21,19,5,8,1,200,83,20/43,47,8/29,28,19/20,95,40,16,23,4,9,1,0,0
67,18/29,62,6/20,30,13/21,62,23,12,23,6,18,0,200,84,18/33,55,12/24,50,12/15,80,28,23,23,9,14,0,0,0
71,17/41,41,8/26,31,13/16,81,35,17,27,6,18,1,200,77,18/37,49,7/23,30,20/28,71,34,16,20,8,16,5,0,0
79,22/40,55,6/26,23,17/24,71,34,19,22,9,14,4,200,74,20/39,51,7/27,26,13/26,50,44,20,28,9,17,2,1,1
81,24/43,56,10/33,30,3/6,50,32,21,21,5,8,2,200,98,26/50,52,10/24,42,16/18,89,41,21,13,4,8,4,0,0
67,15/36,42,7/18,39,16/18,89,30,19,17,5,19,3,200,79,20/35,57,10/23,43,9/13,69,23,19,22,11,13,4,0,0
60,18/41,44,6/19,32,6/9,67,27,15,28,7,16,1,200,93,24/40,60,8/24,33,21/26,81,37,24,12,9,7,3,0,0
96,19/33,58,12/26,46,22/23,96,30,18,30,8,12,3,200,85,21/40,53,5/17,29,28/39,72,31,18,22,7,15,1,1,1
83,18/30,60,10/23,43,17/24,71,25,16,21,14,17,1,200,74,17/36,47,9/22,41,13/21,62,30,19,25,11,19,0,1,1
95,22/38,58,9/16,56,24/30,80,35,16,19,9,17,2,200,97,20/37,54,14/25,56,15/20,75,17,25,28,10,11,0,0,0
83,23/45,51,8/24,33,13/17,76,40,23,26,7,16,2,200,76,17/38,45,10/27,37,12/26,46,35,17,22,9,17,2,1,1
91,11/23,48,16/35,46,21/28,75,36,22,17,5,12,3,200,83,19/31,61,12/26,46,9/13,69,20,18,27,7,10,0,1,1
77,16/36,44,9/20,45,18/27,67,32,17,28,6,19,0,200,92,18/31,58,11/27,41,23/34,68,28,26,26,7,11,6,0,0
81,26/46,57,5/15,33,14/20,70,29,16,23,4,14,0,200,86,23/37,62,8/21,38,16/21,76,21,23,23,5,12,0,0,0
101,17/26,65,16/28,57,19/21,90,27,20,25,5,14,0,200,83,19/30,63,7/23,30,24/31,77,21,22,20,4,13,1,0,1
94,21/44,48,11/26,42,19/28,68,32,14,24,8,8,8,200,80,23/50,46,4/15,27,22/29,76,37,13,25,4,13,3,1,1
70,15/39,38,7/20,35,19/25,76,27,9,16,9,12,0,200,93,22/32,69,13/30,43,10/15,67,34,22,21,5,13,3,0,0
104,21/31,68,11/23,48,29/33,88,30,26,23,11,13,4,200,73,20/39,51,5/17,29,18/23,78,23,13,27,9,16,2,0,1
92,25/45,56,9/29,31,15/19,79,37,26,25,9,7,2,200,74,20/37,54,7/27,26,13/22,59,37,18,25,4,16,0,1,1
100,16/35,46,17/34,50,17/25,68,33,28,17,8,8,3,200,66,16/38,42,9/21,43,7/12,58,34,15,20,5,19,3,0,1
100,19/25,76,14/34,41,20/23,87,22,22,25,5,7,2,200,93,24/35,69,10/22,45,15/22,68,26,14,22,4,13,0,0,1
73,24/48,50,3/18,17,16/26,62,43,19,19,5,11,4,200,64,11/32,34,11/36,31,9/12,75,33,16,21,2,13,2,1,1
88,27/41,66,7/28,25,13/17,76,36,21,15,6,7,4,200,89,21/39,54,13/28,46,8/13,62,29,21,23,3,9,1,0,0
107,24/43,56,14/26,54,17/22,77,34,22,17,7,7,1,200,85,18/35,51,14/30,47,7/9,78,28,22,20,2,15,1,0,1
75,16/36,44,9/24,38,16/32,50,39,13,22,9,10,1,200,64,10/24,42,11/23,48,11/14,79,25,11,26,5,17,2,1,1
99,30/41,73,9/26,35,12/14,86,26,30,26,5,12,2,200,114,27/43,63,13/27,48,21/29,72,27,33,16,4,8,1,1,0
85,22/44,50,10/21,48,11/17,65,38,12,19,6,17,2,200,82,22/38,58,8/36,22,14/16,88,29,18,23,7,11,2,1,1
93,23/39,59,12/32,38,11/16,69,36,27,16,5,9,3,200,81,26/47,55,6/25,24,11/12,92,38,15,18,6,9,0,1,1
109,24/31,77,15/36,42,16/25,64,32,31,23,6,10,3,200,60,9/24,38,9/18,50,15/21,71,18,8,25,7,19,0,0,1
85,18/34,53,11/24,46,16/20,80,37,20,21,8,14,0,200,52,13/37,35,5/18,28,11/17,65,24,11,24,9,15,3,1,1
89,27/44,61,10/26,38,5/6,83,31,21,20,7,10,3,200,75,17/39,44,9/28,32,14/17,82,37,23,17,3,16,3,1,1
85,18/40,45,11/23,48,16/18,89,25,17,19,9,12,0,200,92,26/42,62,9/19,47,13/19,68,30,24,15,6,13,4,0,0
69,17/42,40,9/24,38,8/14,57,36,14,22,10,20,4,200,86,14/37,38,13/28,46,19/22,86,35,18,21,10,16,4,0,0
67,12/26,46,10/33,30,13/18,72,21,17,15,4,16,4,200,84,24/42,57,8/19,42,12/15,80,39,23,23,8,18,0,0,0
74,19/39,49,6/20,30,18/23,78,23,18,29,3,12,1,200,94,21/28,75,8/26,31,28/37,76,33,23,24,8,12,3,0,0
86,20/37,54,10/32,31,16/18,89,35,18,26,4,8,7,200,78,22/46,48,5/20,25,19/28,68,37,16,22,4,9,5,1,1
88,18/31,58,10/23,43,22/27,81,32,19,26,8,15,2,200,73,21/36,58,4/19,21,19/24,79,21,19,24,7,14,1,1,1
92,17/29,59,11/28,39,25/29,86,30,15,20,7,15,1,200,86,20/42,48,13/28,46,7/8,88,27,20,26,6,13,4,1,1
89,21/53,40,13/34,38,8/12,67,51,20,20,7,14,0,225,85,22/49,45,10/33,30,11/16,69,41,18,17,8,14,7,1,1
83,16/37,43,11/26,42,18/21,86,38,16,20,9,18,1,200,76,26/40,65,6/30,20,6/8,75,29,18,20,7,14,1,1,1
79,24/46,52,5/19,26,16/25,64,32,20,24,2,16,1,200,106,25/42,60,12/26,46,20/29,69,34,24,25,7,11,3,1,0
61,14/35,40,6/21,29,15/16,94,22,12,26,8,20,1,200,95,21/33,64,12/27,44,17/19,89,36,21,20,9,15,2,0,0
69,20/39,51,4/17,24,17/20,85,36,14,22,4,17,5,200,79,16/43,37,11/27,41,14/23,61,30,20,23,13,8,0,0,0
84,16/32,50,12/31,39,16/17,94,27,20,24,9,13,2,200,81,11/35,31,12/31,39,23/29,79,42,12,22,5,15,2,1,1
73,17/41,41,4/20,20,27/35,77,25,16,17,5,10,1,200,94,18/32,56,15/31,48,13/16,81,36,27,29,6,16,3,0,0
60,15/33,45,6/20,30,12/15,80,28,12,24,3,17,1,200,87,18/36,50,10/25,40,21/25,84,34,16,16,9,7,3,0,0
81,12/22,55,10/25,40,27/29,93,24,11,19,8,16,4,200,64,19/32,59,6/19,32,8/10,80,15,10,30,9,14,2,1,1
105,19/32,59,16/31,52,19/20,95,32,25,23,6,8,3,200,73,18/36,50,8/21,38,13/17,76,21,13,24,3,12,1,0,1
88,19/31,61,12/28,43,14/15,93,26,18,19,6,9,2,200,82,23/36,64,9/26,35,9/13,69,32,21,19,4,16,1,1,1
65,13/32,41,7/26,27,18/27,67,23,18,14,12,10,2,200,78,22/34,65,9/18,50,7/8,88,31,22,20,6,21,2,0,0
83,21/36,58,11/25,44,8/12,67,31,17,19,6,8,0,200,66,18/29,62,7/28,25,9/13,69,29,16,18,6,13,1,1,1
85,18/36,50,8/25,32,25/35,71,37,20,27,4,11,7,200,79,20/40,50,6/27,22,21/31,68,36,15,29,6,12,0,1,1
96,31/47,66,7/22,32,13/16,81,30,26,19,8,11,6,200,81,19/46,41,8/25,32,19/23,83,40,17,18,5,18,2,1,1
110,24/37,65,13/28,46,23/28,82,32,28,23,14,12,3,200,86,18/32,56,11/30,37,17/22,77,24,24,24,6,18,2,0,1
83,14/31,45,13/30,43,16/18,89,34,19,19,6,11,1,200,84,17/31,55,13/32,41,11/12,92,29,20,19,7,12,2,0,0
79,18/27,67,12/34,35,7/11,64,24,23,22,8,15,4,200,85,14/34,41,11/24,46,24/32,75,34,15,20,11,15,2,0,0
83,25/34,74,7/21,33,12/19,63,23,19,36,5,12,1,200,79,20/36,56,5/15,33,24/38,63,27,10,21,4,16,1,1,1
83,20/36,56,11/27,41,10/10,100,25,13,15,5,11,2,200,77,22/37,59,8/27,30,9/10,90,27,13,20,5,12,2,1,1
90,19/35,54,13/31,42,13/16,81,25,19,18,3,8,1,200,91,23/31,74,12/34,35,9/11,82,27,17,18,3,11,3,0,0
77,25/38,66,2/20,10,21/23,91,35,16,23,4,8,4,200,76,14/40,35,14/33,42,6/15,40,33,16,22,2,8,3,1,1
70,19/38,50,5/24,21,17/24,71,23,16,26,8,9,1,200,77,22/37,59,4/18,22,21/24,88,39,15,24,3,16,2,0,0
76,14/31,45,7/25,28,27/31,87,22,7,30,10,9,4,200,83,20/37,54,6/22,27,25/34,74,40,9,24,5,14,2,0,0
103,19/29,66,17/33,52,14/15,93,28,26,24,6,11,1,200,83,12/30,40,14/28,50,17/21,81,23,19,19,7,13,1,0,1
95,24/44,55,11/20,55,14/22,64,32,22,19,7,9,2,200,85,22/41,54,11/26,42,8/16,50,30,12,13,7,9,3,1,1
67,16/42,38,5/11,45,20/23,87,22,13,21,5,13,0,200,85,16/31,52,13/26,50,14/18,78,29,23,22,7,13,2,0,0
91,21/37,57,10/23,43,19/24,79,25,24,24,4,15,5,200,102,21/36,58,13/35,37,21/24,88,28,27,21,9,11,0,1,0
